Organism/Name	TaxID	BioProject Accession	BioProject ID	Phyla	Genus	Size (Mb)	GC%	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession
Rickettsia prowazekii str. Katsinyian	1105095	PRJNA75001	75001	Proteobacteria	Alphaproteobacteria	1.11145	29	880	844	2012/03/21	2013/06/08	Complete	Los Alamos National Laboratory	0	GCA_000277185.1
Rickettsia prowazekii str. Chernikova	1105094	PRJNA74999	74999	Proteobacteria	Alphaproteobacteria	1.1098	29	881	845	2012/03/21	2013/06/08	Complete	Los Alamos National Laboratory	0	GCA_000277165.1
Mycoplasma suis str. Illinois	768700	PRJNA49421	49421	Tenericutes	Mollicutes	0.742431	31.1	884	845	2011/02/18	2013/06/27	Complete	Purdue University	0	GCA_000179035.2
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	511995	PRJDA29025	29025	Bacteroidetes/Chlorobi 	Bacteroidetes	1.22492	32.9857	894	852	2008/11/13	2009/05/08	Complete	RIKEN Genomic Sciences Center (GSC)	0	GCA_000010645.1
Spiroplasma diminutum CUAS-1	1276221	PRJNA184745	184745	Tenericutes	Mollicutes	0.945296	25.5	890	858	2013/07/17	2013/07/25	Complete	Academia Sinica	0	GCA_000439455.1
Anaplasma marginale str. Gypsy Plains	1412840	PRJNA224303	224303	Proteobacteria	Alphaproteobacteria	1.19862	49.6	959	858	2013/11/05	2013/11/08	Complete	inmegen	0	GCA_000495495.1
Chlamydia trachomatis L2b/UCH-1/proctitis	471473	PRJNA28585	28585	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03886	41.3	934	874	2008/01/15	2013/06/08	Complete	Welcome Trust Sanger Institute	0	GCA_000068525.2
Chlamydia trachomatis Sweden2	634464	PRJEA43167	43167	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04284	41.3	922	875	2010/02/24	2013/08/06	Complete	Wellcome Trust Sanger Institute	0	GCA_000210495.1
Chlamydia trachomatis B/Jali20/OT	580049	PRJEA32655	32655	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04435	41.3	936	875	2009/05/11	2012/12/23	Complete	Wellcome Trust Sanger Institute	0	GCA_000026925.1
Chlamydia trachomatis D-LC	759364	PRJNA48089	48089	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05001	41.2643	921	878	2010/06/09	2012/06/14	Complete	Integrated Genomics, Inc.	0	GCA_000093005.1
Chlamydia trachomatis D-EC	759363	PRJNA48087	48087	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05001	41.2643	921	878	2010/06/09	2012/06/14	Complete	Integrated Genomics, Inc.	0	GCA_000092485.1
Chlamydia trachomatis A2497	580047	PRJEA32651	32651	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04432	41.3	931	879	2012/01/10	2013/06/08	Complete	Wellcome Trust Sanger Institute	0	GCA_000284475.1
Chlamydia trachomatis B/TZ1A828/OT	672161	PRJEA32653	32653	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04428	41.3	937	880	2009/05/11	2012/12/24	Complete	Wellcome Trust Sanger Institute	0	GCA_000026905.1
Chlamydia trachomatis F/SW4	1071762	PRJEA71085	71085	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04274	41.2636	944	881	2009/04/28	2013/06/08	Complete	Sanger Institute	0	GCA_000304515.1
Chlamydia trachomatis E/C599	1100832	PRJEA74569	74569	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04263	41.3	919	882	2013/10/10	2013/10/17	Complete	Wellcome Trust Sanger Institute	0	0
Mycoplasma leachii PG50	880447	PRJNA27715	27715	Tenericutes	Mollicutes	1.00895	23.8	925	882	2010/11/30	2013/06/27	Complete	JCVI	0	GCA_000183365.1
Mycoplasma cynos C142	1246955	PRJEB590	183735	Tenericutes	Mollicutes	0.998123	25.7	883	883	2012/12/12	2013/06/10	Complete	RVC	0	GCA_000328725.1
Chlamydia trachomatis IU824	1260222	PRJEB223	179054	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05053	41.2636	903	883	2013/03/15	2013/04/24	Complete	z	0	GCA_000348845.1
Chlamydia trachomatis F/SW5	1071763	PRJEA71087	71087	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04274	41.2637	943	883	2009/04/28	2013/06/08	Complete	Sanger Institute	0	GCA_000304535.1
Chlamydia trachomatis E/SW3	1071759	PRJEA71079	71079	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.0429	41.2636	927	884	2009/04/28	2013/06/08	Complete	Sanger Institute	0	GCA_000304495.1
Chlamydia trachomatis IU888	1260223	PRJEB627	186494	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05052	41.2636	903	885	2013/03/15	2013/04/24	Complete	z	0	GCA_000348825.1
Chlamydia trachomatis 434/Bu	471472	PRJNA28583	28583	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03884	41.3	944	885	2008/01/15	2013/07/22	Complete	Wellcome Trust Sanger Institute	0	GCA_000068585.1
Chlamydia trachomatis F/SWFPminus	1100833	PRJEA74571	74571	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04273	41.3	936	886	2013/10/10	2013/10/17	Complete	Wellcome Trust Genome Campus	0	0
Ehrlichia ruminantium str. Welgevonden	254945	PRJNA9614	9614	Proteobacteria	Alphaproteobacteria	1.51635	27.5	961	888	2003/12/10	2013/05/23	Complete	University of Pretoria, South Africa	0	GCA_000026005.1
Chlamydia trachomatis L2/25667R	1071772	PRJEA71105	71105	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03884	41.3	934	890	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318885.1
Borrelia afzelii HLJ01	1239934	PRJNA176667	176667	Spirochaetes	Spirochaetia	0.905471	28.3	928	892	2012/10/10	2013/06/09	Complete	Beijing Institute of Microbiology and Epidemiology	0	GCA_000304735.1
Chlamydia trachomatis L1/440/LN	1071769	PRJEA71099	71099	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03926	41.3	936	892	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318825.1
Mycoplasma fermentans PG18	496833	PRJDA28473	28473	Tenericutes	Mollicutes	1.00401	26.9	893	893	2009/06/03	2013/04/15	Complete	M Bio Technology Incorporation	0	GCA_000209735.1
Chlamydia trachomatis L3/404/LN	1071783	PRJEA71127	71127	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04667	41.2646	940	895	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319105.1
Chlamydia trachomatis D/UW-3/CX	272561	PRJNA45	45	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04252	41.3	944	896	1998/05/20	2013/07/22	Complete	ChGP	0	GCA_000008725.1
Chlamydia trachomatis L1/115	1071770	PRJEA71101	71101	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04658	41.2635	941	897	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318845.1
Neorickettsia risticii str. Illinois	434131	PRJNA19099	19099	Proteobacteria	Alphaproteobacteria	0.879977	41.3	936	898	2009/07/23	2012/12/22	Complete	The Ohio State University	0	GCA_000022525.1
Chlamydia trachomatis L2b/795	1071777	PRJEA71115	71115	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04622	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318985.1
Chlamydia trachomatis L2b/Ams3	1071780	PRJEA71121	71121	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04623	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319045.1
Chlamydia trachomatis L1/224	1071771	PRJEA71103	71103	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04632	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318865.1
Chlamydia trachomatis L2b/Ams5	1071782	PRJEA71125	71125	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04635	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319085.1
Chlamydia trachomatis L2b/8200/07	1071773	PRJEA71107	71107	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04636	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318905.1
Chlamydia trachomatis L2b/Ams2	1071779	PRJEA71119	71119	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04636	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319025.1
Chlamydia trachomatis L2b/LST	1071775	PRJEA71111	71111	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04638	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318945.1
Chlamydia trachomatis L2b/CV204	1071776	PRJEA71113	71113	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04638	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318965.1
Chlamydia trachomatis L2b/Ams1	1071778	PRJEA71117	71117	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04638	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319005.1
Chlamydia trachomatis L2b/Ams4	1071781	PRJEA71123	71123	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04638	41.2634	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319065.1
Chlamydia trachomatis L2b/UCH-2	1071774	PRJEA71109	71109	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04634	41.2636	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318925.1
Chlamydia trachomatis L1/1322/p2	813	PRJEA71461	71461	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04693	41.2642	942	898	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319165.1
Chlamydia trachomatis D/SotonD5	1071757	PRJEA71073	71073	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04963	41.2643	943	899	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318605.1
Chlamydia trachomatis D/SotonD6	1071758	PRJEA71075	71075	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05005	41.2643	943	899	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318625.1
Chlamydia trachomatis L2b/Canada2	1075086	PRJEA71459	71459	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04625	41.2634	942	900	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319145.1
Chlamydia trachomatis F/SotonF3	1071764	PRJEA71089	71089	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05028	41.2636	944	900	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318705.1
Chlamydia trachomatis K/SotonK1	1071768	PRJEA71097	71097	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04994	41.2643	944	900	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318805.1
Chlamydia trachomatis G/SotonG1	1071765	PRJEA71091	71091	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04964	41.2644	944	900	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318745.1
Chlamydia trachomatis E/SotonE4	1071760	PRJEA71081	71081	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05013	41.2643	945	901	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318665.1
Chlamydia trachomatis D/SotonD1	1071756	PRJEA71071	71071	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05008	41.2636	946	902	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318585.1
Chlamydia trachomatis Ia/SotonIa1	1071766	PRJEA71093	71093	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05013	41.2643	946	902	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318765.1
Chlamydia trachomatis Ia/SotonIa3	1071767	PRJEA71095	71095	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05028	41.2643	946	902	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318785.1
Chlamydia trachomatis L2b/Canada1	1075085	PRJEA71457	71457	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04604	41.2634	947	903	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000319125.1
Chlamydia trachomatis E/Bour	596777	PRJEA71077	71077	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05009	41.2636	948	904	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318645.1
Mycoplasma leachii 99/014/6	866629	PRJEA50599	50599	Tenericutes	Mollicutes	1.01723	23.7	940	905	2011/07/04	2013/06/09	Complete	Swiss Institute of Bioinformatics (Vital-IT)	0	GCA_000253095.1
Chlamydia trachomatis E/SotonE8	1071761	PRJEA71083	71083	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05632	41.2638	949	905	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318685.1
Chlamydia trachomatis A/7249	813	PRJEA71069	71069	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05188	41.2643	950	906	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318565.1
Chlamydia trachomatis A/5291	1071754	PRJEA71067	71067	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05153	41.2643	951	907	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318545.1
Chlamydia trachomatis A/363	1071753	PRJEA71065	71065	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05153	41.2643	952	908	2012/03/13	2013/04/11	Complete	Sanger Institute	0	GCA_000318525.2
Chlamydia muridarum Nigg	243161	PRJNA229	229	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.08045	40.2681	962	911	2000/02/29	2010/03/05	Complete	TIGR	0	GCA_000006685.1
secondary endosymbiont of Ctenarytaina eucalypti	1191524	PRJNA165193	165193	Proteobacteria	Gammaproteobacteria	1.44114	43.3	963	918	2012/08/13	2013/06/11	Complete	Yale University	0	GCA_000287335.1
Chlamydia trachomatis G/11074	707187	PRJNA43149	43149	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04287	41.3	962	919	2010/05/21	2013/06/08	Complete	Oregon State University	0	GCA_000092725.1
Chlamydia trachomatis RC-L2(s)/3	907268	PRJNA53855	53855	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04617	41.3	962	919	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441695.1
Chlamydia trachomatis A/HAR-13	315277	PRJNA13885	13885	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.05197	41.2643	963	919	2005/09/23	2010/03/05	Complete	Lab of Human Bacterial Pathogenesis	0	GCA_000012125.1
Rickettsia prowazekii str. Breinl	1290428	PRJNA188530	188530	Proteobacteria	Alphaproteobacteria	1.1093	29	956	920	2013/04/11	2013/04/12	Complete	Naval Medical Research Center	SAMN01983876	GCA_000367405.1
Chlamydia trachomatis RC-J/953	907267	PRJNA53853	53853	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03879	41.3	963	920	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441675.1
Chlamydia trachomatis G/9768	707185	PRJNA43145	43145	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04281	41.3	963	920	2010/05/21	2013/06/08	Complete	Oregon State University	0	GCA_000092685.1
Chlamydia trachomatis G/9301	718219	PRJNA45851	45851	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04281	41.3	964	921	2010/05/28	2013/06/08	Complete	Oregon State University	0	GCA_000092805.1
Chlamydia pecorum PV3056/3	1234367	PRJNA175545	175545	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.10455	41.1	968	921	2013/09/24	2013/09/25	Complete	Moredun Research Institite	0	GCA_000470765.1
Mycoplasma mycoides subsp. capri LC str. 95010	862259	PRJEA50391	50391	Tenericutes	Mollicutes	1.15584	23.8086	964	924	2011/04/12	2013/06/11	Complete	Genoscope	0	GCA_000253075.1
Chlamydia trachomatis RC-F/69	907263	PRJNA53845	53845	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04609	41.3	967	924	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441585.1
Candidatus Mycoplasma haemolamae str. Purdue	1212765	PRJNA68151	68151	Tenericutes	Mollicutes	0.756845	39.3	961	925	2012/07/24	2013/06/09	Complete	Purdue University	0	GCA_000281235.1
Chlamydia trachomatis RC-J/971	1007871	PRJNA66011	66011	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03844	41.3	968	925	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441795.1
Chlamydia trachomatis RC-L2(s)/46	907264	PRJNA53847	53847	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03882	41.3	968	925	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441615.1
Chlamydia pecorum P787	1234369	PRJNA175547	175547	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.10641	41.1	969	925	2013/09/24	2013/09/25	Complete	Moredun Research Institute	0	GCA_000470825.1
Chlamydia pecorum W73	1234368	PRJNA175546	175546	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.10653	41.1	969	925	2013/09/24	2013/09/25	Complete	Moredun Research Institute	0	GCA_000470805.1
Ehrlichia canis str. Jake	269484	PRJNA10694	10694	Proteobacteria	Alphaproteobacteria	1.31503	29	984	925	2005/08/12	2013/05/23	Complete	DOE Joint Genome Institute	0	GCA_000012565.1
Anaplasma centrale str. Israel	574556	PRJNA32765	32765	Proteobacteria	Alphaproteobacteria	1.20681	50	984	925	2009/11/24	2012/01/25	Complete	USDA-ARS	0	GCA_000024505.1
Chlamydia trachomatis RC-J/943	907266	PRJNA53851	53851	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.0388	41.3	969	926	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441655.1
Chlamydia trachomatis RC-J/966	907271	PRJNA53861	53861	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03884	41.3	969	926	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441755.1
Chlamydia trachomatis E/11023	707183	PRJNA43141	43141	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04303	41.3	969	926	2010/05/21	2013/06/08	Complete	Oregon State University	0	GCA_000092745.1
Chlamydia trachomatis RC-L2/55	1007870	PRJNA66013	66013	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03887	41.3	970	927	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441815.1
Chlamydia trachomatis G/11222	707186	PRJNA43147	43147	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04235	41.3	970	927	2010/05/21	2013/06/08	Complete	Oregon State University	0	GCA_000092705.1
Chlamydia trachomatis E/150	707184	PRJNA43143	43143	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.043	41.3	970	927	2010/05/21	2013/06/08	Complete	Oregon State University	0	GCA_000092665.1
Borrelia garinii PBi	290434	PRJNA12554	12554	Spirochaetes	Spirochaetia	0.986914	28.1245	969	932	2004/08/09	2010/04/01	Complete	Fritz Lipmann Institute (former Institute of Molecular Biotechnology, IMB)	0	GCA_000196215.1
Neorickettsia sennetsu str. Miyayama	222891	PRJNA357	357	Proteobacteria	Alphaproteobacteria	0.859006	41.1	973	932	2006/02/21	2013/05/23	Complete	TIGR	0	GCA_000013165.1
Chlamydophila abortus S26/3	218497	PRJNA355	355	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.14438	39.9	1003	932	2003/03/05	2013/05/23	Complete	Sanger Institute	0	GCA_000026025.1
Chlamydia trachomatis RC-J(s)/122	907270	PRJNA53859	53859	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.06185	41.5	978	935	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441735.1
Candidatus Vesicomyosocius okutanii HA	412965	PRJDA18267	18267	Proteobacteria	Gammaproteobacteria	1.02215	31.6	978	937	2007/05/09	2013/06/06	Complete	Japan Agency for Maine-Earth Science and Technology	0	GCA_000010405.1
Rickettsia prowazekii str. NMRC Madrid E	1290427	PRJNA188523	188523	Proteobacteria	Alphaproteobacteria	1.11152	29	974	938	2013/04/11	2013/04/12	Complete	Naval Medical Research Center	SAMN01983875	GCA_000363905.1
Chlamydia trachomatis L2/434/Bu(i)	1263406	PRJNA182150	182150	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04634	41.2634	983	940	2013/04/15	2013/07/02	Complete	National Institute of Health, Portugal	0	GCA_000364765.1
Chlamydia trachomatis L2/434/Bu(f)	1262673	PRJNA182165	182165	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.04634	41.2634	984	941	2013/04/15	2013/06/21	Complete	National Institute of Health, Portugal	0	GCA_000364785.1
Anaplasma marginale str. Florida	320483	PRJNA16369	16369	Proteobacteria	Alphaproteobacteria	1.20243	49.8	997	942	2009/02/03	2011/11/21	Complete	Washington State University	0	GCA_000020305.1
Rickettsia peacockii str. Rustic	562019	PRJNA31309	31309	Proteobacteria	Alphaproteobacteria	1.3149	32.6422	984	947	2009/05/29	2011/10/03	Complete	U of MN Entomology	0	GCA_000021525.1
Anaplasma marginale str. St. Maries	234826	PRJNA40	40	Proteobacteria	Alphaproteobacteria	1.19769	49.8	1004	948	2003/06/17	2013/06/10	Complete	Washington State University	0	GCA_000011945.1
Ehrlichia ruminantium str. Gardel	302409	PRJNA13356	13356	Proteobacteria	Alphaproteobacteria	1.49992	27.5	989	950	2005/02/01	2013/05/23	Complete	CIRAD, France	0	GCA_000050405.1
Chlamydia trachomatis RC-F(s)/342	907269	PRJNA53857	53857	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.08384	41.5	997	951	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441715.1
Chlamydia psittaci RD1	929557	PRJEA60445	60445	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.17163	39.06	1009	951	2010/12/09	2013/06/09	Complete	Wellcome Trust Sanger insititute	0	GCA_000211155.1
Rickettsia prowazekii str. Rp22	449216	PRJNA19813	19813	Proteobacteria	Alphaproteobacteria	1.11161	29	1001	952	2010/03/30	2013/06/08	Complete	Unite des Rickettsies, CNRS, Marseille	0	GCA_000022785.1
Chlamydia trachomatis L2c	887712	PRJNA47581	47581	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.03831	41.3	997	954	2011/07/06	2013/06/08	Complete	Emory University	0	GCA_000220105.1
Chlamydia trachomatis RC-F(s)/852	907265	PRJNA53849	53849	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.08389	41.5	1000	954	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441635.1
Borrelia garinii BgVir	1081646	PRJNA72847	72847	Spirochaetes	Spirochaetia	0.993811	28.2333	995	956	2011/12/22	2012/12/25	Complete	Institute of Chemical Biology and Fundamental Medicine SB RAS	0	GCA_000239475.1
Chlamydia trachomatis J/6276tet1	907272	PRJNA53863	53863	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.08095	41.5	1002	956	2013/07/26	2013/07/27	Complete	Oregon State University	0	GCA_000441775.1
Ehrlichia ruminantium str. Welgevonden	254945	PRJNA13355	13355	Proteobacteria	Alphaproteobacteria	1.51298	27.5	997	958	2005/02/01	2013/05/23	Complete	CIRAD, France	0	GCA_000050425.1
Chlamydia psittaci 01DC12	1221877	PRJEB383	177690	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.17856	39.0603	1015	959	2012/11/05	2012/12/06	Complete	Moredun Research Institute	0	GCA_000317995.1
Rickettsia japonica YH	652620	PRJDA38487	38487	Proteobacteria	Alphaproteobacteria	1.28309	32.4	1010	971	2011/10/01	2013/06/08	Complete	Yamaguchi University	0	GCA_000283595.1
Chlamydia psittaci 08DC60	1112267	PRJNA66485	66485	Chlamydiae/Verrucomicrobia 	Chlamydiae	1.17203	39.1	1019	973	2011/06/02	2013/06/11	Complete	Leibniz Institute for Natural Product Research and Infection Biology	0	GCA_000270445.1
